NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,NARRATIVE,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
741020,9130997,9/12/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:49 AM,17TH ST NW & EUCLID ST NW,NO NARRATIVE IS AVAILABLE.,38.9231593002337,-77.0389958218581,WASHINGTON,DC,1,1C,1C06,THIRD,303,1,COLUMBIA RD NW & EUCLID ST NW,COLUMBIA RD NW & EUCLID ST NW,NONE,NONE
741029,9131007,9/12/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:49 AM,1900 B/O D ST NE,NO NARRATIVE IS AVAILABLE.,38.8947776305218,-76.9767381698427,WASHINGTON,DC,7,7D,7D01,FIRST,103,25,NONE,NONE,NONE,NONE
741034,9131026,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,SCOTT CIRCLE,NO NARRATIVE IS AVAILABLE.,38.9072378657812,-77.0365311324072,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
741036,9131017,9/12/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:49 AM,3000 B/O ERIE ST SE,NO NARRATIVE IS AVAILABLE.,38.8572786524003,-76.9635977539802,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
741038,9131025,9/12/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,12TH ST SE & INDEPENDENCE AVE SE,NO NARRATIVE IS AVAILABLE.,38.887591606608,-76.9902434275921,WASHINGTON,DC,6,6B,6B05,FIRST,106,26,NONE,NONE,NONE,NONE
741042,9130980,9/12/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,3100 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9295214447091,-77.0327640029717,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
741047,9131041,9/12/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:49 AM,1500 B/O BENNING RD NE,NO NARRATIVE IS AVAILABLE.,38.8999767367049,-76.9824602204656,WASHINGTON,DC,5,5B,5B10,FIFTH,504,23,NONE,NONE,NONE,NONE
741048,9130867,9/12/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:49 AM,600 B/O E ST NW,NO NARRATIVE IS AVAILABLE.,38.8961311596106,-77.020911368117,WASHINGTON,DC,6,6C,6C09,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
741051,9131045,9/12/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:49 AM,1600 B/O P ST NW,NO NARRATIVE IS AVAILABLE.,38.9096433423823,-77.0375066429352,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,NONE
741053,9131047,9/12/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:49 AM,6100 B/O BLAIR RD NW,NO NARRATIVE IS AVAILABLE.,38.9643747260094,-77.0118530327556,WASHINGTON,DC,4,4B,4B06,FOURTH,402,17,NONE,NONE,NONE,NONE
741072,9131040,9/12/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:49 AM,3600 B/O GEORGIA AVE NW,NO NARRATIVE IS AVAILABLE.,38.9356798154416,-77.0241601901846,WASHINGTON,DC,1,1A,1A08,THIRD,302,2,NONE,NONE,NONE,NONE
741076,9131039,9/12/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:49 AM,1300 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.908038834233,-77.0319500247959,WASHINGTON,DC,2,2F,2F02,THIRD,307,7,NONE,NONE,NONE,NONE
741078,9131077,9/13/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:49 AM,53RD ST NE & CLAY ST NE,NO NARRATIVE IS AVAILABLE.,38.8934059108504,-76.9252922186455,,,7,7C,7C02,SIXTH,602,31,NONE,NONE,NONE,NONE
741083,9131066,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:49 AM,600 B/O KEEFER PL NW,NO NARRATIVE IS AVAILABLE.,38.930691648147,-77.022404235003,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,GEORGIA AVE NW,NONE
741087,9131032,9/13/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:49 AM,5300 B/O WISCONSIN AVE NW,NO NARRATIVE IS AVAILABLE.,38.9599123010178,-77.085288045686,WASHINGTON,DC,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
741099,9131120,9/13/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:49 AM,900 B/O GALLATIN ST NW,NO NARRATIVE IS AVAILABLE.,38.9518903961331,-77.0264898017657,WASHINGTON,DC,4,4D,4D04,FOURTH,403,18,NONE,NONE,NONE,NONE
741111,9131115,9/13/2009 12:00:00 AM,UNK,ROBBERY,PBS,9/15/2009 7:03:49 AM,AINGER PL SE & ALABAMA AVE SE,NO NARRATIVE IS AVAILABLE.,38.8558222719633,-76.9699722055558,WASHINGTON,DC,8,8B,8B01,SEVENTH,701,36,NONE,NONE,NONE,NONE
741113,9131148,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:49 AM,2500 B/O QUEEN ANNES LN NW,NO NARRATIVE IS AVAILABLE.,38.9014968107778,-77.0543951212129,WASHINGTON,DC,2,2A,2A03,SECOND,207,5,NONE,NONE,NONE,NONE
741114,9131121,9/13/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:49 AM,700 B/O F ST NE,NO NARRATIVE IS AVAILABLE.,38.8973334524352,-76.9955672152972,WASHINGTON,DC,6,6C,6C06,FIRST,102,25,NONE,NONE,NONE,NONE
741122,9131166,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,1800 B/O ADAMS MILL RD NW,NO NARRATIVE IS AVAILABLE.,38.9230093067366,-77.0428525884796,WASHINGTON,DC,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
741138,9131175,9/13/2009 12:00:00 AM,UNK,ROBBERY,CAR JACKING - GUN,9/15/2009 7:03:49 AM,4400 B/O E ST SE,NO NARRATIVE IS AVAILABLE.,38.8831753334601,-76.9379860991944,WASHINGTON,DC,7,7A,7A01,SIXTH,604,33,NONE,NONE,NONE,NONE
741139,9131170,9/13/2009 12:00:00 AM,UNK,ROBBERY,ATTEMPT,9/15/2009 7:03:49 AM,700 B/O FAIRMONT ST NW,NO NARRATIVE IS AVAILABLE.,38.9250256326721,-77.0241600401255,WASHINGTON,DC,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,NONE
741141,9131155,9/13/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:49 AM,1500 B/O C ST NE,NO NARRATIVE IS AVAILABLE.,38.8933211770518,-76.9829539204524,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
741148,9131145,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:49 AM,2200 B/O 25TH PL NE,NO NARRATIVE IS AVAILABLE.,38.9209627124896,-76.9709046660599,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
741149,9131184,9/12/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:49 AM,700 B/O TUCKERMAN ST NW,NO NARRATIVE IS AVAILABLE.,38.9672873083869,-77.0233273267773,WASHINGTON,DC,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,NONE
741152,9131192,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,1400 B/O D ST SE,NO NARRATIVE IS AVAILABLE.,38.8841038643203,-76.9845887992893,WASHINGTON,DC,6,6B,6B08,FIRST,107,26,NONE,NONE,NONE,NONE
741160,9131193,9/13/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:49 AM,600 B/O I ST NE,NO NARRATIVE IS AVAILABLE.,38.901326179339,-76.9973063156137,WASHINGTON,DC,6,6C,6C05,FIRST,102,25,NONE,NONE,NONE,NONE
741162,9131095,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:49 AM,1600 B/O PARK RD NW,NO NARRATIVE IS AVAILABLE.,38.9320324346691,-77.0375111396628,WASHINGTON,DC,1,1D,1D04,THIRD,301,2,NONE,NONE,NONE,NONE
741164,9131206,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:49 AM,2100 B/O 11TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9186472511153,-77.0270349155838,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
741167,9131217,9/13/2009 12:00:00 AM,UNK,ADW,GUN,9/15/2009 7:03:49 AM,3100 B/O BUENA VISTA TER SE,NO NARRATIVE IS AVAILABLE.,38.8506660553308,-76.9664610222764,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
741168,9131197,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:50 AM,1200 B/O 6TH ST NE,NO NARRATIVE IS AVAILABLE.,38.9059439659468,-76.9984421231324,WASHINGTON,DC,6,6C,6C04,FIRST,102,25,NONE,NONE,NONE,NONE
741173,9131173,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:50 AM,C ST NE & TENNESSEE AVE NE,NO NARRATIVE IS AVAILABLE.,38.8935741240485,-76.9871095288195,,,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
741175,9131201,9/13/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:50 AM,200 B/O FLORIDA AVE NE,NO NARRATIVE IS AVAILABLE.,38.9080618664691,-77.0025837600184,WASHINGTON,DC,6,6C,6C04,FIRST,101,25,NONE,NONE,NONE,NOMA BID
741177,9131219,9/13/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:50 AM,1500 B/O BENNING RD NE,NO NARRATIVE IS AVAILABLE.,38.8999767367049,-76.9824602204656,WASHINGTON,DC,5,5B,5B10,FIFTH,504,23,NONE,NONE,NONE,NONE
741181,9131227,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:50 AM,1ST ST NW & S ST NW,NO NARRATIVE IS AVAILABLE.,38.9140853200727,-77.0121565741134,WASHINGTON,DC,5,5C,5C03,FIFTH,501,21,NONE,NONE,NONE,NONE
741183,9131213,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:50 AM,3100 B/O 15TH PL SE,NO NARRATIVE IS AVAILABLE.,38.8504500963027,-76.9823326352652,WASHINGTON,DC,8,8E,8E01,SEVENTH,704,38,NONE,NONE,NONE,NONE
741185,9131210,9/13/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:50 AM,2400 B/O 18TH ST NW,NO NARRATIVE IS AVAILABLE.,38.921706336463,-77.0423916905573,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
741203,9131231,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:50 AM,2500 B/O NAYLOR RD SE,NO NARRATIVE IS AVAILABLE.,38.867802415068,-76.9704331547257,WASHINGTON,DC,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
741205,9130794,9/13/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:50 AM,1900 B/O SUMMIT PL NE,NO NARRATIVE IS AVAILABLE.,38.9166380319436,-77.0050905241957,WASHINGTON,DC,5,5C,5C06,FIFTH,501,21,NONE,NONE,NONE,NONE
741213,9131096,9/13/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:50 AM,300 B/O 37TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8847574769887,-76.9524252418546,WASHINGTON,DC,7,7A,7A05,SIXTH,603,32,NONE,NONE,NONE,NONE
741216,9131246,9/14/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,900 B/O M ST NW,NO NARRATIVE IS AVAILABLE.,38.9056462807388,-77.0249878951067,WASHINGTON,DC,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,NONE
741218,9131250,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:41 AM,1700 B/O CORCORAN ST NW,NO NARRATIVE IS AVAILABLE.,38.9118670404811,-77.0399190469888,WASHINGTON,DC,2,2B,2B03,SECOND,208,6,NONE,NONE,NONE,NONE
741220,9131329,9/13/2009 12:00:00 AM,UNK,ROBBERY,ASSAULT W/INTENT,9/15/2009 7:03:41 AM,3300 B/O 11TH ST NW,NO NARRATIVE IS AVAILABLE.,38.931257794192,-77.0281249034022,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
741221,9131249,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,600 B/O CHESAPEAKE ST SE,NO NARRATIVE IS AVAILABLE.,38.8292030723643,-76.9973540237102,WASHINGTON,DC,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,NONE
741224,9131260,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,1200 B/O SOUTHERN AVE SE,NO NARRATIVE IS AVAILABLE.,38.8336321680097,-76.9853749632321,WASHINGTON,DC,8,8E,8E03,SEVENTH,706,39,NONE,NONE,NONE,NONE
741226,9131264,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,5000 B/O SARGENT RD NE,NO NARRATIVE IS AVAILABLE.,38.9512932058408,-76.9895652464063,WASHINGTON,DC,5,5A,5A04,FOURTH,405,20,NONE,NONE,NONE,NONE
741227,9131252,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1200 B/O DUNCAN PL NE,NO NARRATIVE IS AVAILABLE.,38.8954369245102,-76.9892780254663,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
741228,9131257,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,4500 B/O EADS ST NE,NO NARRATIVE IS AVAILABLE.,38.8951879503303,-76.9363142677821,WASHINGTON,DC,7,7D,7D05,SIXTH,602,30,NONE,NONE,NONE,NONE
741232,9131230,9/13/2009 12:00:00 AM,UNK,SEX ABUSE,CHILD 1ST,9/15/2009 7:03:41 AM,3000 B/O 15TH ST NW,"TO PROTECT THE VICTIM'S PRIVACY, THE NARRATIVE IS NOT AVAILABLE.",38.9278660224212,-77.0358475905428,WASHINGTON,DC,1,1A,1A03,THIRD,302,2,NONE,NONE,NONE,NONE
741234,9131262,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:41 AM,4500 B/O DEXTER ST NW,NO NARRATIVE IS AVAILABLE.,38.9250590909429,-77.0886793664786,WASHINGTON,DC,3,3D,3D01,SECOND,205,13,NONE,NONE,NONE,NONE
741237,9131268,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,300 B/O 50TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8945872111927,-76.9292327060496,WASHINGTON,DC,7,7C,7C03,SIXTH,602,31,NONE,NONE,50TH ST NE,NONE
741238,9131280,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1600 B/O COLUMBIA RD NW,NO NARRATIVE IS AVAILABLE.,38.9257111972402,-77.0378376396627,WASHINGTON,DC,1,1C,1C06,THIRD,303,1,NONE,NONE,NONE,ADAMS MORGAN BID
741244,9130021,9/11/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:41 AM,300 B/O ELM ST NW,NO NARRATIVE IS AVAILABLE.,38.9174279853444,-77.0167570800593,WASHINGTON,DC,1,1B,1B01,THIRD,305,3,NONE,NONE,NONE,NONE
741246,9131281,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,1100 B/O C ST NE,NO NARRATIVE IS AVAILABLE.,38.8935751441915,-76.9908870638037,WASHINGTON,DC,6,6A,6A05,FIRST,103,25,NONE,NONE,NONE,NONE
741248,9131244,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1600 B/O CATON PL NW,NO NARRATIVE IS AVAILABLE.,38.9122979155382,-77.0649581605176,WASHINGTON,DC,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,NONE
741257,9131306,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1200 B/O 6TH ST SW,NO NARRATIVE IS AVAILABLE.,38.8758077198064,-77.0199305299758,WASHINGTON,DC,6,6D,6D04,FIRST,104,9,NONE,NONE,NONE,NONE
741258,9131295,9/13/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:41 AM,4800 B/O NORTH CAPITOL ST,NO NARRATIVE IS AVAILABLE.,38.9495394293645,-77.008800970325,WASHINGTON,DC,5,5A,5A01,FOURTH,405,19,NONE,NONE,NONE,NONE
741262,9131298,9/13/2009 12:00:00 AM,UNK,ROBBERY,F&V,9/15/2009 7:03:41 AM,1600 B/O BENNING RD NE,NO NARRATIVE IS AVAILABLE.,38.899615509603,-76.9803866867308,WASHINGTON,DC,6,6A,6A07,FIRST,103,25,NONE,NONE,BENNING RD NE,NONE
741263,9131311,9/13/2009 12:00:00 AM,UNK,BURGLARY,2,9/15/2009 7:03:41 AM,3000 B/O 30TH ST SE,NO NARRATIVE IS AVAILABLE.,0,0,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
741265,9131308,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,5200 B/O BLAINE ST NE,NO NARRATIVE IS AVAILABLE.,38.8918618831414,-76.9269239094576,WASHINGTON,DC,7,7C,7C02,SIXTH,602,33,NONE,NONE,NONE,NONE
741266,9131318,9/13/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:41 AM,1400 B/O GERANIUM ST NW,NO NARRATIVE IS AVAILABLE.,38.9793954397889,-77.0348802639196,WASHINGTON,DC,4,4A,4A01,FOURTH,401,16,NONE,NONE,NONE,NONE
741272,9131330,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,1500 B/O 18TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9107577002038,-77.0416677330925,WASHINGTON,DC,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,NONE
741274,9131327,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:41 AM,900 B/O MADISON ST NW,NO NARRATIVE IS AVAILABLE.,38.9583815682587,-77.0270481840674,WASHINGTON,DC,4,4B,4B05,FOURTH,403,18,NONE,NONE,NONE,NONE
741276,9131336,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,4TH ST NW & K ST NW,NO NARRATIVE IS AVAILABLE.,38.9025195589921,-77.0161760093601,WASHINGTON,DC,6,6C,6C01,FIRST,101,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
741278,9131331,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:41 AM,4700 B/O SOUTH CAPITOL ST,NO NARRATIVE IS AVAILABLE.,38.8213802357129,-77.001424467522,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
741281,9131334,9/13/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:41 AM,1600 B/O 1ST ST NW,NO NARRATIVE IS AVAILABLE.,38.9117880170143,-77.0121262042948,WASHINGTON,DC,5,5C,5C01,FIFTH,501,21,NONE,NONE,NONE,NONE
741283,9131277,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,4200 B/O 4TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8273069173526,-77.0005343636115,WASHINGTON,DC,8,8D,8D02,SEVENTH,706,39,NONE,NONE,NONE,NONE
741285,9131314,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,2500 B/O NAYLOR RD SE,NO NARRATIVE IS AVAILABLE.,38.867802415068,-76.9704331547257,WASHINGTON,DC,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
741289,9131333,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,UNIT B/O 49TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8903664070382,-76.9328792387477,WASHINGTON,DC,7,7C,7C03,SIXTH,602,33,NONE,NONE,NONE,NONE
741290,9131291,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,2900 B/O KNOX PL SE,NO NARRATIVE IS AVAILABLE.,38.8545825981417,-76.9705860975509,WASHINGTON,DC,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
741292,9131340,9/13/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:42 AM,1100 B/O SUMMIT ST NE,NO NARRATIVE IS AVAILABLE.,38.9050325667399,-76.9757176068669,WASHINGTON,DC,5,5B,5B11,FIFTH,504,23,NONE,NONE,NONE,NONE
741298,9131317,9/13/2009 12:00:00 AM,UNK,ROBBERY,GUN,9/15/2009 7:03:42 AM,VALLEY AVE SE & WHEELER RD SE,NO NARRATIVE IS AVAILABLE.,38.8367076809199,-76.9931973695699,WASHINGTON,DC,8,8E,8E04,SEVENTH,706,39,NONE,NONE,NONE,NONE
741302,9131351,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:42 AM,2800 B/O ADAMS MILL RD NW,NO NARRATIVE IS AVAILABLE.,38.9255933779207,-77.0444920928534,WASHINGTON,DC,1,1C,1C04,THIRD,303,1,NONE,NONE,NONE,NONE
741304,9131332,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,UNIT B/O ELMIRA ST SE,NO NARRATIVE IS AVAILABLE.,38.8260716842869,-77.0063569743844,WASHINGTON,DC,8,8D,8D06,SEVENTH,706,39,NONE,NONE,NONE,NONE
741306,9131359,9/13/2009 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,9/15/2009 7:03:42 AM,700 B/O KENYON ST NW,NO NARRATIVE IS AVAILABLE.,38.9299374066115,-77.0248738691935,WASHINGTON,DC,1,1A,1A09,THIRD,302,2,NONE,NONE,NONE,NONE
741307,9131294,9/13/2009 12:00:00 AM,UNK,ADW,OTHER,9/15/2009 7:03:42 AM,4300 B/O 4TH ST SE,NO NARRATIVE IS AVAILABLE.,38.8243578825554,-76.9996347274601,WASHINGTON,DC,8,8D,8D03,SEVENTH,706,39,NONE,NONE,NONE,NONE
741308,9131297,9/13/2009 12:00:00 AM,UNK,THEFT,2,9/15/2009 7:03:42 AM,3000 B/O 14TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9281722734975,-77.0325901035071,WASHINGTON,DC,1,1A,1A11,THIRD,302,2,NONE,NONE,NONE,NONE
741313,9131370,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:42 AM,18TH ST NW & ONTARIO RD NW,NO NARRATIVE IS AVAILABLE.,38.9254724577699,-77.0416043119182,WASHINGTON,DC,1,1C,NONE,THIRD,303,1,NONE,NONE,NONE,NONE
741315,9131247,9/13/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:42 AM,1800 B/O KENDALL ST NE,NO NARRATIVE IS AVAILABLE.,38.9120481666361,-76.9863911916154,WASHINGTON,DC,5,5B,5B09,FIFTH,504,23,NONE,NONE,NONE,NONE
741316,9131378,9/13/2009 12:00:00 AM,UNK,THEFT,1,9/15/2009 7:03:42 AM,1500 B/O NEW HAMPSHIRE AVE NW,NO NARRATIVE IS AVAILABLE.,38.9106350791175,-77.042513668825,WASHINGTON,DC,2,2B,2B07,SECOND,208,6,NONE,NONE,NONE,NONE
741320,9131380,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:42 AM,1600 B/O 34TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9117076654843,-77.0678914538938,WASHINGTON,DC,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,NONE
741321,9131350,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:42 AM,2800 B/O TERRACE RD SE,NO NARRATIVE IS AVAILABLE.,38.8546644055681,-76.963594046798,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
741322,9131381,9/13/2009 12:00:00 AM,UNK,ADW,KNIFE,9/15/2009 7:03:42 AM,1600 B/O K ST NW,NO NARRATIVE IS AVAILABLE.,38.9025254733487,-77.0375259575379,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
741323,9131375,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:43 AM,1200 B/O MONROE ST NW,NO NARRATIVE IS AVAILABLE.,38.9324951023175,-77.0293145619539,WASHINGTON,DC,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
741328,9131379,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:43 AM,800 B/O 11TH ST NW,NO NARRATIVE IS AVAILABLE.,38.9005800268386,-77.0270638059597,WASHINGTON,DC,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
741330,9131353,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,1,9/15/2009 7:03:43 AM,1900 B/O R ST NW,NO NARRATIVE IS AVAILABLE.,38.9126009476694,-77.0441953717974,WASHINGTON,DC,2,2B,2B01,SECOND,208,6,NONE,NONE,NONE,NONE
741332,9131366,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:43 AM,500 B/O 4TH ST NE,NO NARRATIVE IS AVAILABLE.,38.8967282857368,-77.0005709796139,WASHINGTON,DC,6,6C,6C08,FIRST,102,25,NONE,NONE,NONE,NONE
741337,9131407,9/13/2009 12:00:00 AM,UNK,THEFT F/AUTO,2,9/15/2009 7:03:43 AM,3400 B/O YUMA ST NW,NO NARRATIVE IS AVAILABLE.,38.9462433256126,-77.0662508061661,WASHINGTON,DC,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,NONE
